panel_group	database_id	pathway_name	biological_domain	reason_for_inclusion	redundancy_note	source	geneset_size	geneset
ADDITIONAL_20	hsa04510	Focal adhesion	Cell-matrix / adhesion	Medeia adesão célula-matriz e sinalização por integrinas; eixo central de invasão/migração tumoral	Relacionada a ECM-receptor e ECM organization, mas representa o braço de sinalização	KEGG	203	ACTB,ACTG1,ACTN1,ACTN4,AKT1,AKT2,AKT3,ARHGAP35,ARHGAP5,BAD,BCAR1,BCL2,BIRC2,BIRC3,BRAF,BUB1B-PAK6,CAPN2,CAV1,CAV2,CAV3,CCND1,CCND2,CCND3,CDC42,CHAD,COL1A1,COL1A2,COL2A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL9A1,COL9A2,COL9A3,COMP,CRK,CRKL,CTNNB1,DIAPH1,DOCK1,EGF,EGFR,ELK1,EMP1,EMP2,ERBB2,FLNA,FLNB,FLT1,FLT4,FN1,FYN,GRB2,GSK3B,HGF,HRAS,IBSP,IGF1,IGF1R,ILK,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,JUN,KDR,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMB4,LAMC1,LAMC2,LAMC3,MAP2K1,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MET,MYL10,MYL11,MYL12A,MYL12B,MYL2,MYL5,MYL7,MYL9,MYLK,MYLK2,MYLK3,MYLK4,P3R3URF-PIK3R3,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PARVA,PARVB,PARVG,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PDPK1,PGF,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIP5K1A,PIP5K1B,PIP5K1C,PPP1CA,PPP1CB,PPP1CC,PPP1R12A,PPP1R12B,PPP1R12C,PRKCA,PRKCB,PRKCG,PTEN,PTK2,PXN,RAC1,RAC2,RAC3,RAF1,RAP1A,RAP1B,RAPGEF1,RASGRF1,RELN,RHOA,ROCK1,ROCK2,SHC1,SHC2,SHC3,SHC4,SOS1,SOS2,SPP1,SRC,THBS1,THBS2,THBS3,THBS4,TLN1,TLN2,TNC,TNN,TNR,TNXB,VASP,VAV1,VAV2,VAV3,VCL,VEGFA,VEGFB,VEGFC,VEGFD,VTN,VWF,XIAP,ZYX
ADDITIONAL_20	hsa04512	ECM-receptor interaction	ECM / adhesion	Receptores de matriz (integrinas/colágeno) governam interação tumor-microambiente	Relacionada a Focal adhesion, mas representa o braço de receptores estruturais	KEGG	89	AGRN,CD36,CD44,CD47,CHAD,COL1A1,COL1A2,COL2A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL9A1,COL9A2,COL9A3,COMP,DAG1,DMP1,DSPP,FN1,FRAS1,FREM1,FREM2,GP1BA,GP1BB,GP5,GP6,GP9,HMMR,HSPG2,IBSP,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMB4,LAMC1,LAMC2,LAMC3,MEPE,NPNT,RELN,SDC1,SDC4,SPP1,SV2A,SV2B,SV2C,THBS1,THBS2,THBS3,THBS4,TNC,TNN,TNR,TNXB,VTN,VWF
ADDITIONAL_20	R-HSA-1474244	Extracellular matrix organization	ECM / collagen remodeling	Biossíntese/remodelamento de colágeno e matriz; complementa as vias de sinalização de adesão com o componente estrutural	Relacionada a Focal adhesion/ECM-receptor, mas representa remodelamento estrutural de colágeno	Reactome	321	A2M,ACAN,ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTG2,ACTN1,ADAM10,ADAM12,ADAM15,ADAM17,ADAM19,ADAM8,ADAM9,ADAMTS1,ADAMTS14,ADAMTS16,ADAMTS18,ADAMTS2,ADAMTS3,ADAMTS4,ADAMTS5,ADAMTS8,ADAMTS9,AGRN,APP,ASPN,BCAN,BGN,BMP1,BMP10,BMP2,BMP4,BMP7,BSG,CAPN1,CAPN10,CAPN11,CAPN12,CAPN13,CAPN14,CAPN15,CAPN2,CAPN3,CAPN5,CAPN6,CAPN7,CAPN8,CAPN9,CAPNS1,CAPNS2,CASK,CASP3,CAST,CD151,CD44,CD47,CDH1,CEACAM1,CEACAM6,CEACAM8,CMA1,COL10A1,COL11A1,COL11A2,COL12A1,COL13A1,COL14A1,COL15A1,COL16A1,COL17A1,COL18A1,COL19A1,COL1A1,COL1A2,COL20A1,COL21A1,COL22A1,COL23A1,COL24A1,COL25A1,COL26A1,COL27A1,COL28A1,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL5A3,COL6A1,COL6A2,COL6A3,COL6A5,COL6A6,COL7A1,COL8A1,COL8A2,COL9A1,COL9A2,COL9A3,COLGALT1,COLGALT2,COMP,CRTAP,CTRB1,CTRB2,CTSB,CTSD,CTSG,CTSK,CTSL,CTSS,CTSV,DAG1,DCN,DDR1,DDR2,DMD,DMP1,DRP2,DSPP,DST,DTNA,DTNB,EFEMP1,EFEMP2,ELANE,ELN,EMILIN1,EMILIN2,EMILIN3,F11R,FBLN1,FBLN2,FBLN5,FBN1,FBN2,FBN3,FGA,FGB,FGF2,FGG,FMOD,FN1,FURIN,GDF5,HAPLN1,HSPG2,HTRA1,IBSP,ICAM1,ICAM2,ICAM3,ICAM4,ICAM5,ITGA1,ITGA10,ITGA11,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,ITGA8,ITGA9,ITGAD,ITGAE,ITGAL,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,JAM2,JAM3,KDR,KLK2,KLK7,KLKB1,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,LOX,LOXL1,LOXL2,LOXL3,LOXL4,LRP4,LTBP1,LTBP2,LTBP3,LTBP4,LUM,MADCAM1,MATN1,MATN3,MATN4,MFAP2,MFAP3,MFAP4,MFAP5,MMP1,MMP10,MMP11,MMP12,MMP13,MMP14,MMP15,MMP16,MMP17,MMP19,MMP2,MMP20,MMP24,MMP25,MMP3,MMP7,MMP8,MMP9,MUSK,NCAM1,NCAN,NCSTN,NID1,NID2,NRXN1,NTN4,OPTC,P3H1,P3H2,P3H3,P4HA1,P4HA2,P4HA3,P4HB,PCOLCE,PCOLCE2,PDGFA,PDGFB,PECAM1,PHYKPL,PLEC,PLG,PLOD1,PLOD2,PLOD3,PPIB,PRKCA,PRSS1,PRSS2,PSEN1,PTPRS,PXDN,SCUBE1,SCUBE3,SDC1,SDC2,SDC3,SDC4,SERPINE1,SERPINH1,SGCA,SGCB,SGCD,SGCE,SGCG,SGCZ,SH3PXD2A,SNTA1,SNTB1,SNTB2,SNTG2,SPARC,SPOCK3,SPP1,SSPN,TGFB1,TGFB2,TGFB3,THBS1,TIMP1,TIMP2,TLL1,TLL2,TMPRSS6,TNC,TNN,TNR,TNXB,TPSAB1,TRAPPC4,TTR,UTRN,VCAM1,VCAN,VTN,VWF
ADDITIONAL_20	hsa04350	TGF-beta signaling pathway	EMT / TGF-beta	Indutor canônico de EMT e imunossupressão no microambiente tumoral	Distinta das vias de crescimento; converge com EMT	KEGG	110	ACVR1,ACVR1B,ACVR1C,ACVR2A,ACVR2B,AMH,AMHR2,BAMBI,BMP2,BMP4,BMP5,BMP6,BMP7,BMP8A,BMP8B,BMPR1A,BMPR1B,BMPR2,CDKN2B,CHRD,CREBBP,CUL1,DCN,E2F4,E2F5,EMP3,EP300,FBN1,FMOD,FST,GDF5,GDF6,GDF7,GREM1,GREM2,HAMP,HDAC1,HDAC2,HFE,HJV,ID1,ID2,ID3,ID4,IFNG,IGSF1,INHBA,INHBB,INHBC,INHBE,LEFTY1,LEFTY2,LEMD3,LRRC32,LTBP1,MAPK1,MAPK3,MICOS10-NBL1,MYC,NBL1,NCOR1,NEO1,NODAL,NOG,NRROS,PITX2,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,RBL1,RBX1,RGMA,RGMB,RHOA,ROCK1,RPS6KB1,RPS6KB2,SIN3A,SKI,SKIL,SKP1,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,SMURF1,SMURF2,SP1,TF,TFDP1,TFR2,TFRC,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TGIF1,TGIF2,THBS1,THSD4,TMEM53,TNF,ZFYVE16,ZFYVE9
ADDITIONAL_20	hsa04390	Hippo signaling pathway	Tissue growth control	Regula tamanho de órgão e supressão tumoral (YAP/TAZ); mecanismo distinto das vias de crescimento originais	Complementar a Wnt (original); eixo YAP/TAZ distinto	KEGG	157	ACTB,ACTG1,AFP,AJUBA,AMH,AMOT,APC,APC2,AREG,AXIN1,AXIN2,BBC3,BIRC2,BIRC3,BIRC5,BMP2,BMP4,BMP5,BMP6,BMP7,BMP8A,BMP8B,BMPR1A,BMPR1B,BMPR2,BTRC,CCN2,CCND1,CCND2,CCND3,CDH1,CRB1,CRB2,CSNK1D,CSNK1E,CTNNA1,CTNNA2,CTNNA3,CTNNB1,DLG1,DLG2,DLG3,DLG4,DLG5,DVL1,DVL2,DVL3,FBXW11,FGF1,FRMD1,FRMD6,FZD1,FZD10,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GDF5,GDF6,GDF7,GLI2,GSK3B,ID1,ID2,ITGB2,LATS1,LATS2,LEF1,LIMD1,LLGL1,LLGL2,MOB1A,MOB1B,MYC,NF2,NKD1,NKD2,PALS1,PARD3,PARD6A,PARD6B,PARD6G,PATJ,PPP1CA,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PRKCI,PRKCZ,RASSF1,RASSF6,SAV1,SCRIB,SERPINE1,SMAD1,SMAD2,SMAD3,SMAD4,SMAD7,SNAI2,SOX2,STK3,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD3,TEAD4,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TP53BP2,TP73,TPTEP2-CSNK1E,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B,WTIP,WWC1,WWTR1,YAP1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ
ADDITIONAL_20	hsa04630	JAK-STAT signaling pathway	Cytokine signaling	Transdução de citocinas com papel em inflamação e imunidade antitumoral	Distinta de MAPK/PI3K; via própria de citocinas	KEGG	168	AKT1,AKT2,AKT3,AOX1,BCL2,BCL2L1,CCND1,CCND2,CCND3,CDKN1A,CISH,CLCF1,CNTF,CNTFR,CREBBP,CRLF2,CSF2,CSF2RA,CSF2RB,CSF3,CSF3R,CSH1,CSH2,CSHL1,CTF1,EGF,EGFR,EP300,EPO,EPOR,FHL1,GFAP,GH1,GH2,GHR,GRB2,HRAS,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNG,IFNGR1,IFNGR2,IFNK,IFNL1,IFNL2,IFNL3,IFNLR1,IFNW1,IL10,IL10RA,IL10RB,IL11,IL11RA,IL12A,IL12B,IL12RB1,IL12RB2,IL13,IL13RA1,IL13RA2,IL15,IL15RA,IL19,IL2,IL20,IL20RA,IL20RB,IL21,IL21R,IL22,IL22RA1,IL22RA2,IL23A,IL23R,IL24,IL26,IL27,IL27RA,IL2RA,IL2RB,IL2RG,IL3,IL31,IL31RA,IL3RA,IL4,IL4R,IL5,IL5RA,IL6,IL6R,IL6ST,IL7,IL7R,IL9,IL9R,IRF9,JAK1,JAK2,JAK3,LEP,LEPR,LIF,LIFR,MCL1,MPL,MTOR,MYC,OSM,OSMR,P3R3URF-PIK3R3,PDGFA,PDGFB,PDGFRA,PDGFRB,PIAS1,PIAS2,PIAS3,PIAS4,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PIM1,PRL,PRLR,PTPN11,PTPN2,PTPN6,RAF1,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS6,SOCS7,SOS1,SOS2,STAM,STAM2,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,THPO,TSLP,TYK2
ADDITIONAL_20	hsa04668	TNF signaling pathway	Inflammation / TNF	Inflamação crônica e sobrevivência/apoptose mediada por TNF no microambiente	Distinta de NF-kB original embora relacionada; foco em TNF	KEGG	119	ADAM17,AKT1,AKT2,AKT3,ATF2,ATF4,ATF6B,BAG4,BCL3,BIRC2,BIRC3,CASP10,CASP3,CASP7,CASP8,CCL2,CCL20,CCL5,CEBPB,CFLAR,CHUK,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CSF1,CSF2,CX3CL1,CXCL1,CXCL10,CXCL2,CXCL3,CXCL5,CXCL6,CYLD,DAB2IP,DNM1L,EDN1,FADD,FAS,FOS,FRMD8,ICAM1,IFNB1,IKBKB,IKBKG,IL15,IL18R1,IL1B,IL6,IRF1,ITCH,JAG1,JUN,JUNB,LIF,LTA,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K14,MAP3K5,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MLKL,MMP14,MMP3,MMP9,NFKB1,NFKBIA,NOD2,P3R3URF-PIK3R3,PGAM5,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PTGS2,RELA,RHBDF1,RHBDF2,RIPK1,RIPK3,RPS6KA4,RPS6KA5,SELE,SOCS3,TAB1,TAB2,TAB3,TNF,TNFAIP3,TNFRSF1A,TNFRSF1B,TRADD,TRAF1,TRAF2,TRAF3,TRAF5,VCAM1,VEGFC,VEGFD,XIAP
ADDITIONAL_20	hsa04657	IL-17 signaling pathway	Inflammation / IL-17	Eixo pró-inflamatório distinto do TNF, relevante para inflamação tecidual	Distinta de TNF e NF-kB; eixo Th17	KEGG	94	ANAPC5,CASP3,CASP8,CCL11,CCL17,CCL2,CCL20,CCL7,CEBPB,CHUK,CSF2,CSF3,CXCL1,CXCL10,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,DEFB4A,DEFB4B,ELAVL1,FADD,FOS,FOSB,FOSL1,GSK3B,HSP90AA1,HSP90AB1,HSP90B1,IFNG,IKBKB,IKBKE,IKBKG,IL13,IL17A,IL17B,IL17C,IL17D,IL17F,IL17RA,IL17RB,IL17RC,IL17RE,IL1B,IL25,IL4,IL5,IL6,JUN,JUND,LCN2,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK15,MAPK3,MAPK4,MAPK6,MAPK7,MAPK8,MAPK9,MMP1,MMP13,MMP3,MMP9,MUC5AC,MUC5B,NFKB1,NFKBIA,PTGS2,RELA,S100A7,S100A7A,S100A8,S100A9,SRSF1,TAB2,TAB3,TBK1,TNF,TNFAIP3,TRADD,TRAF2,TRAF3,TRAF3IP2,TRAF4,TRAF5,TRAF6,USP25
ADDITIONAL_20	hsa04612	Antigen processing and presentation	Immune / antigen presentation	Mecanismo de apresentação de antígenos; conecta imunidade adaptativa ao reconhecimento tumoral	Distinta das vias de sinalização; foco em MHC/processamento	KEGG	82	[KO:K07980],B2M,CALR,CANX,CD4,CD74,CD8A,CD8B,CD8B2,CIITA,CREB1,CTSB,CTSL,CTSS,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA5,HSPA6,HSPA8,IFI30,IFNG,KIR2DL1,KIR2DL2,KIR2DL3,KIR2DL4,KIR2DL5A,KIR2DS1,KIR2DS2,KIR2DS3,KIR2DS4,KIR2DS5,KIR3DL1,KIR3DL2,KIR3DL3,KIR3DS1,KLRC1,KLRC2,KLRC3,KLRC4,KLRD1,LGMN,NFYA,NFYB,NFYC,PDIA3,PSME1,PSME2,PSME3,RFX5,RFXANK,RFXAP,TAP1,TAP2,TAPBP,TAPBPL,TNF
ADDITIONAL_20	R-HSA-913531	Interferon Signaling	Immune / interferon	Programa antiviral/imunológico de interferon, modulador do microambiente imune	Distinta de TNF/TLR; programa de interferon tipo I	Reactome	361	18S rRNA,1a,AAAS,ABCE1,ACTB,ACTG1,ADAR,ARIH1,ATF6,B2M,BECN1,BST2,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CASP1,CD44,CDK1,CENPS,CENPX,CHUK,CIITA,CUL1,DDX58,DENCMEMSB,DHX9,DNAJC3,DUS2,E1,EGR1,EIF1AX,EIF2AK2,EIF2AK3,EIF2S1,EIF2S2,EIF2S3,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A2,EIF4A3,EIF4E,EIF4E2,EIF4E3,EIF4G1,EIF4G2,EIF4G3,FAAP100,FAAP20,FAAP24,FANCA,FANCB,FANCC,FANCE,FANCF,FANCG,FANCL,FANCM,FAU,FCGR1A,FCGR1B,FCGR1BP,FKBP5,FLNA,FLNB,FNTA,FNTB,FURIN,gag,GBP1,GBP2,GBP3,GBP4,GBP5,GBP6,GBP7,Genome polyprotein,HERC5,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HLA-H,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA5,HSPA8,Human respiratory syncytial virus A2, complete genome,ICAM1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFI6,IFIH1,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IKBKB,IKBKG,ILF2,ILF3,IP6K2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAK1,JAK2,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,KPNB1,MAP2K6,MAPK1,MAPK3,MAPT,MAVS,MID1,MT2A,MX1,MX2,N,NCAM1,NCK1,NDC1,NEDD4,NPM1,NS,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OAS1,OAS2,OAS3,OASL,OPG035,PDE12,PGGT1B,PIAS1,PIM1,PIN1,PLCG1,PML,POM121,POM121C,pp1a,PPM1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PRKCD,PRKRA,PSMB8,PTAFR,PTPN1,PTPN11,PTPN2,PTPN6,RAE1,RAF1,RANBP2,rep,RIGI,RNASEL,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RSAD2,SAMHD1,SARS coronavirus, complete genome,SEC13,SEH1L,SFN,Sindbis virus, complete genome,SKP1,SMAD7,SNCA,SOCS1,SOCS3,SP100,SPHK1,STAT1,STAT2,STAT3,SUMO1,TARBP2,tat,Tick-borne encephalitis virus, complete genome,TP53,TPR,TRIM10,TRIM14,TRIM17,TRIM2,TRIM21,TRIM22,TRIM25,TRIM26,TRIM29,TRIM3,TRIM31,TRIM34,TRIM35,TRIM38,TRIM45,TRIM46,TRIM48,TRIM5,TRIM6,TRIM62,TRIM68,TRIM8,TRS1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,TYK2,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2I,UBE2L6,UBE2N,USP18,VCAM1,Vesicular stomatitis Indiana virus, complete genome,VP3,VTRNA2-1,West Nile virus RNA, complete genome,XAF1,YBX1
ADDITIONAL_20	hsa04620	Toll-like receptor signaling pathway	Innate immunity	Sensoriamento imune inato (PAMPs); relevante para inflamação associada a tumor	Distinta de interferon; sensoriamento inato de PAMPs	KEGG	109	AKT1,AKT2,AKT3,CASP8,CCL3,CCL3L1,CCL3L3,CCL4,CCL4L1,CCL4L2,CCL5,CD14,CD40,CD80,CD86,CHUK,CTSK,CXCL10,CXCL11,CXCL8,CXCL9,FADD,FOS,IFNA1,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IKBKB,IKBKE,IKBKG,IL12A,IL12B,IL1B,IL6,IRAK1,IRAK4,IRF3,IRF5,IRF7,IRF9,JAK1,JUN,LBP,LY96,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYD88,NFKB1,NFKBIA,P3R3URF-PIK3R3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,RAC1,RELA,RIPK1,SPP1,STAT1,STAT2,TAB1,TAB2,TBK1,TICAM1,TICAM2,TIRAP,TLR1,TLR2,TLR3,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TNF,TOLLIP,TRAF3,TRAF6,TYK2
ADDITIONAL_20	hsa04216	Ferroptosis	Regulated cell death (iron)	Morte celular dependente de ferro; vulnerabilidade metabólica distinta de apoptosis	Morte celular não-apoptótica; distinta de Apoptosis original	KEGG	42	ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,ALOX15,ATG5,ATG7,CP,CYBB,FTH1,FTL,FTMT,GCLC,GCLM,GPX4,GSS,HMOX1,LPCAT3,MAP1LC3A,MAP1LC3B,MAP1LC3B2,MAP1LC3BP1,MAP1LC3C,NCOA4,PCBP1,PCBP2,PRNP,SAT1,SAT2,SLC11A2,SLC39A14,SLC39A8,SLC3A2,SLC40A1,SLC7A11,STEAP3,TF,TFRC,TP53,VDAC2,VDAC3
ADDITIONAL_20	hsa04218	Cellular senescence	Cell cycle arrest / aging	Parada proliferativa irreversível associada a senescência tumoral e resposta a terapia	Distinta de Cell cycle/Apoptosis; parada irreversível	KEGG	157	AKT1,AKT2,AKT3,ATM,ATR,BTRC,CACNA1D,CALM1,CALM2,CALM3,CALML3,CALML4,CALML5,CALML6,CAPN1,CAPN2,CCNA1,CCNA2,CCNB1,CCNB2,CCNB3,CCND1,CCND2,CCND3,CCNE1,CCNE2,CDC25A,CDK1,CDK2,CDK4,CDK6,CDKN1A,CDKN2A,CDKN2B,CHEK1,CHEK2,CXCL8,E2F1,E2F2,E2F3,E2F4,E2F5,EIF4EBP1,ETS1,FBXW11,FOXM1,FOXO1,FOXO3,GADD45A,GADD45B,GADD45G,GATA4,HIPK1,HIPK2,HIPK3,HIPK4,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HRAS,HUS1,IGFBP3,IL1A,IL6,ITPR1,ITPR2,ITPR3,KIR2DL4,KRAS,LIN37,LIN52,LIN54,LIN9,MAP2K1,MAP2K2,MAP2K3,MAP2K6,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPKAPK2,MCU,MDM2,MRAS,MRE11,MTOR,MYBL2,MYC,NBN,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NRAS,P3R3URF-PIK3R3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PPID,PPP1CA,PPP1CB,PPP1CC,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PTEN,RAD1,RAD50,RAD9A,RAD9B,RAF1,RASSF5,RB1,RBBP4,RBL1,RBL2,RELA,RHEB,RRAS,RRAS2,SERPINE1,SIRT1,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SMAD2,SMAD3,SQSTM1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TP53,TRAF3IP2,TRPM7,TRPV4,TSC1,TSC2,VDAC1,VDAC2,VDAC3,ZFP36L1,ZFP36L2
ADDITIONAL_20	hsa03050	Proteasome	Protein degradation	Degradação proteica ubiquitina-proteassoma; regula turnover de oncoproteínas	Distinta de Apoptosis; degradação proteica	KEGG	46	ADRM1,IFNG,POMP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB10,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,SEM1
